"URL","primary query","secondary queries","page type","cannibalization notes"
"/","Locale Redirect","","root-redirect","Low overlap risk"
"/_not-found","404: This page could not be found.","","404","Low overlap risk"
"/vi/tools/background-color","mÃ u ná»n","custom color pdf; all pages pdf; selected pages pdf; mÃ u ná»n pdf","tool-page","Low overlap risk"
"/vi/tools/bmp-to-pdf","bmp sang pdf","multiple images pdf; page size pdf; compression pdf; chuyá»ƒn Ä‘á»•i bmp","tool-page","Expand unique query-first copy and dedicated SEO override."
"/vi/tools/bookmark","chá»‰nh sá»­a Ä‘Ã¡nh dáº¥u trang","add bookmarks pdf; edit bookmarks pdf; import bookmarks pdf; Ä‘Ã¡nh dáº¥u trang pdf","tool-page","Low overlap risk"
"/vi/tools/category/convert-from-pdf","convert pdf to other formats","pdf to image browser; pdf to docx browser; pdf export tools; OpenToolsKit","category-hub","Maintain comparison links and monitor sibling intent overlap."
"/vi/tools/category/convert-to-pdf","convert files to pdf browser","image to pdf browser; text to pdf online private; office to pdf browser; OpenToolsKit","category-hub","Maintain comparison links and monitor sibling intent overlap."
"/vi/tools/category/edit-annotate","edit pdf online browser","annotate pdf in browser; sign and watermark pdf; fill pdf forms online without upload; OpenToolsKit","category-hub","Maintain comparison links and monitor sibling intent overlap."
"/vi/tools/category/optimize-repair","optimize pdf file","compress pdf in browser; repair pdf file; reduce pdf size without upload; OpenToolsKit","category-hub","Maintain comparison links and monitor sibling intent overlap."
"/vi/tools/category/organize-manage","organize pdf pages","merge split reorder pdf; extract pdf pages; manage pdf pages; OpenToolsKit","category-hub","Maintain comparison links and monitor sibling intent overlap."
"/vi/tools/category/secure-pdf","secure pdf files","encrypt pdf browser; remove pdf metadata; redact pdf browser; OpenToolsKit","category-hub","Maintain comparison links and monitor sibling intent overlap."
"/vi/tools/cbz-to-pdf","cbz sang pdf","comic archive pdf; image extraction pdf; page order pdf; truyá»‡n tranh sang pdf","tool-page","Low overlap risk"
"/vi/tools/change-permissions","thay Ä‘á»•i quyá»n","print permission pdf; copy permission pdf; edit permission pdf; quyá»n pdf","tool-page","Expand unique query-first copy and dedicated SEO override."
"/vi/tools/combine-single-page","káº¿t há»£p thÃ nh trang Ä‘Æ¡n","continuous scroll pdf; stitch pages pdf; custom spacing pdf; káº¿t há»£p trang","tool-page","Low overlap risk"
"/vi/tools/compare-pdfs","so sÃ¡nh pdf","side by side pdf; highlight differences pdf; overlay mode pdf; pdf diff","tool-page","Low overlap risk"
"/vi/tools/compress-pdf","compress pdf file","reduce pdf size; pdf too large for upload; shrink pdf in browser; nÃ©n pdf","tool-page","Maintain comparison links and monitor sibling intent overlap."
"/vi/tools/crop-pdf","cáº¯t pdf","trim margins pdf; custom crop pdf; all pages pdf; cáº¯t tá»‰a pdf","tool-page","Low overlap risk"
"/vi/tools/decrypt-pdf","decrypt pdf","remove password from pdf; unlock pdf in browser; open protected pdf; giáº£i mÃ£ pdf","tool-page","Maintain comparison links and monitor sibling intent overlap."
"/vi/tools/delete-pages","delete pdf pages","remove pages from pdf; delete pages from pdf online; trim pdf pages; xÃ³a trang pdf","tool-page","Low overlap risk"
"/vi/tools/deskew-pdf","deskew pdf","auto straighten pdf; scanned documents pdf; angle detection pdf; lÃ m tháº³ng pdf","tool-page","Low overlap risk"
"/vi/tools/digital-sign-pdf","digitally sign pdf","certificate sign pdf; x509 pdf signature; sign pdf with certificate; digital signature pdf","tool-page","Low overlap risk"
"/vi/tools/divide-pages","chia trang","horizontal split pdf; vertical split pdf; custom divisions pdf; chia trang pdf","tool-page","Low overlap risk"
"/vi/tools/djvu-to-pdf","djvu sang pdf","preserve formatting pdf; dpi setting pdf; quality setting pdf; chuyá»ƒn Ä‘á»•i djvu","tool-page","Low overlap risk"
"/vi/tools/edit-attachments","chá»‰nh sá»­a tá»‡p Ä‘Ã­nh kÃ¨m","view attachments pdf; remove attachments pdf; rename attachments pdf; quáº£n lÃ½ tá»‡p pdf","tool-page","Low overlap risk"
"/vi/tools/edit-metadata","chá»‰nh sá»­a siÃªu dá»¯ liá»‡u","edit title pdf; edit author pdf; edit subject pdf; chá»‰nh sá»­a siÃªu dá»¯ liá»‡u pdf","tool-page","Low overlap risk"
"/vi/tools/edit-pdf","edit pdf in browser","annotate pdf online; add notes to pdf; mark up pdf locally; chá»‰nh sá»­a pdf","tool-page","Low overlap risk"
"/vi/tools/email-to-pdf","email sang pdf","inline images pdf; attachments pdf; cc bcc pdf; eml sang pdf","tool-page","Low overlap risk"
"/vi/tools/encrypt-pdf","encrypt pdf","password protect pdf; secure pdf with password; pdf encryption browser; mÃ£ hÃ³a pdf","tool-page","Maintain comparison links and monitor sibling intent overlap."
"/vi/tools/epub-to-pdf","epub sang pdf","preserve formatting pdf; preserve images pdf; chapter structure pdf; chuyá»ƒn Ä‘á»•i epub","tool-page","Low overlap risk"
"/vi/tools/extract-attachments","trÃ­ch xuáº¥t tá»‡p Ä‘Ã­nh kÃ¨m","extract all pdf; zip output pdf; batch extract pdf; tá»‡p Ä‘Ã­nh kÃ¨m pdf","tool-page","Low overlap risk"
"/vi/tools/extract-images","trÃ­ch xuáº¥t hÃ¬nh áº£nh tá»« pdf","extract all images pdf; filter small pdf; download zip pdf; trÃ­ch xuáº¥t hÃ¬nh áº£nh pdf","tool-page","Low overlap risk"
"/vi/tools/extract-pages","extract pages from pdf","save selected pdf pages; extract pdf pages into new file; pull pages from pdf; trÃ­ch xuáº¥t trang pdf","tool-page","Maintain comparison links and monitor sibling intent overlap."
"/vi/tools/extract-tables","trÃ­ch xuáº¥t báº£ng tá»« pdf","json export pdf; markdown export pdf; csv export pdf; trÃ­ch xuáº¥t báº£ng","tool-page","Low overlap risk"
"/vi/tools/fb2-to-pdf","fb2 sang pdf","preserve formatting pdf; preserve images pdf; chapter structure pdf; chuyá»ƒn Ä‘á»•i fb2","tool-page","Low overlap risk"
"/vi/tools/find-and-redact","redact pdf","remove sensitive text from pdf; pdf redaction tool; find and redact pdf; find and redact","tool-page","Maintain comparison links and monitor sibling intent overlap."
"/vi/tools/fix-page-size","kháº¯c phá»¥c kÃ­ch thÆ°á»›c trang","standardize size pdf; custom size pdf; preserve content pdf; chuáº©n hÃ³a pdf","tool-page","Low overlap risk"
"/vi/tools/flatten-pdf","lÃ m pháº³ng pdf","flatten forms pdf; flatten annotations pdf; non editable pdf; lÃ m pháº³ng biá»ƒu máº«u","tool-page","Low overlap risk"
"/vi/tools/font-to-outline","phÃ´ng chá»¯ sang outline","convert fonts pdf; vector paths pdf; compatibility pdf; outline phÃ´ng chá»¯","tool-page","Low overlap risk"
"/vi/tools/form-creator","táº¡o biá»ƒu máº«u","text fields pdf; checkboxes pdf; dropdowns pdf; táº¡o biá»ƒu máº«u pdf","tool-page","Low overlap risk"
"/vi/tools/form-filler","fill pdf form online","fill pdf form in browser; complete pdf form without printing; type into pdf form; Ä‘iá»n biá»ƒu máº«u pdf","tool-page","Low overlap risk"
"/vi/tools/grid-combine","káº¿t há»£p lÆ°á»›i pdf","combine multiple files pdf; grid layout pdf; custom spacing pdf; káº¿t há»£p lÆ°á»›i","tool-page","Low overlap risk"
"/vi/tools/header-footer","tiÃªu Ä‘á» &amp; chÃ¢n trang","custom text pdf; page numbers pdf; date pdf; tiÃªu Ä‘á» pdf","tool-page","Low overlap risk"
"/vi/tools/heic-to-pdf","heic sang pdf","iphone photos pdf; multiple images pdf; page size pdf; chuyá»ƒn Ä‘á»•i heic","tool-page","Expand unique query-first copy and dedicated SEO override."
"/vi/tools/image-to-pdf","image to pdf","convert images to pdf; photo to pdf browser; multiple images to pdf; hÃ¬nh áº£nh sang pdf","tool-page","Maintain comparison links and monitor sibling intent overlap."
"/vi/tools/invert-colors","Ä‘áº£o ngÆ°á»£c mÃ u sáº¯c","dark mode pdf; invert all pdf; preserve images pdf; Ä‘áº£o ngÆ°á»£c mÃ u sáº¯c pdf","tool-page","Low overlap risk"
"/vi/tools/jpg-to-pdf","jpg to pdf","convert jpg to pdf; images to pdf; photo to pdf in browser; jpg sang pdf","tool-page","Maintain comparison links and monitor sibling intent overlap."
"/vi/tools/json-to-pdf","json sang pdf","formatted output pdf; syntax highlighting pdf; page size pdf; chuyá»ƒn Ä‘á»•i json","tool-page","Low overlap risk"
"/vi/tools/linearize-pdf","linearize pdf","fast web view pdf; optimize streaming pdf; batch process pdf; xem web nhanh","tool-page","Expand unique query-first copy and dedicated SEO override."
"/vi/tools/markdown-to-pdf","markdown sang pdf","commonmark pdf; gfm pdf; code highlighting pdf; md sang pdf","tool-page","Low overlap risk"
"/vi/tools/merge-pdf","merge pdf files","combine pdf files; join pdf documents; merge pdf in browser; há»£p nháº¥t pdf","tool-page","Maintain comparison links and monitor sibling intent overlap."
"/vi/tools/mobi-to-pdf","mobi sang pdf","preserve formatting pdf; preserve images pdf; chapter structure pdf; chuyá»ƒn Ä‘á»•i mobi","tool-page","Low overlap risk"
"/vi/tools/n-up-pdf","n-up pdf","2 up pdf; 4 up pdf; 6 up pdf; nhiá»u trang má»—i tá»","tool-page","Low overlap risk"
"/vi/tools/ocg-manager","trÃ¬nh quáº£n lÃ½ lá»›p pdf (ocg)","view layers pdf; toggle layers pdf; add layers pdf; lá»›p pdf","tool-page","Low overlap risk"
"/vi/tools/ocr-pdf","ocr pdf","searchable pdf from scan; extract text from scanned pdf; recognize text in pdf; pdf cÃ³ thá»ƒ tÃ¬m kiáº¿m","tool-page","Low overlap risk"
"/vi/tools/organize-pdf","organize pdf pages","reorder pdf pages; delete pdf pages; arrange pdf pages; tá»• chá»©c pdf","tool-page","Maintain comparison links and monitor sibling intent overlap."
"/vi/tools/page-dimensions","kÃ­ch thÆ°á»›c trang","analyze size pdf; orientation pdf; units conversion pdf; kÃ­ch thÆ°á»›c trang pdf","tool-page","Low overlap risk"
"/vi/tools/page-numbers","sá»‘ trang","custom position pdf; custom format pdf; start number pdf; thÃªm sá»‘ trang","tool-page","Low overlap risk"
"/vi/tools/pdf-booklet","táº¡o booklet pdf","booklet layout pdf; saddle stitch pdf; grid modes pdf; pdf booklet","tool-page","Low overlap risk"
"/vi/tools/pdf-multi-tool","pdf multi tool","all in one pdf tool; pdf editor and organizer; browser pdf workspace; cÃ´ng cá»¥ Ä‘a nÄƒng pdf","tool-page","Maintain comparison links and monitor sibling intent overlap."
"/vi/tools/pdf-reader","trÃ¬nh Ä‘á»c pdf","page navigation pdf; zoom pdf; rotate pdf; trÃ¬nh xem pdf","tool-page","Low overlap risk"
"/vi/tools/pdf-to-bmp","pdf sang bmp","all pages pdf; selected pages pdf; dpi setting pdf; chuyá»ƒn Ä‘á»•i pdf sang bitmap","tool-page","Low overlap risk"
"/vi/tools/pdf-to-docx","pdf to docx","convert pdf to word; pdf to editable document; pdf to docx browser; pdf sang word","tool-page","Low overlap risk"
"/vi/tools/pdf-to-excel","pdf to excel","extract pdf table to excel; convert pdf tables to xlsx; pdf spreadsheet export; pdf sang excel","tool-page","Low overlap risk"
"/vi/tools/pdf-to-greyscale","pdf sang xÃ¡m","convert colors pdf; preserve text pdf; all pages pdf; pdf xÃ¡m","tool-page","Low overlap risk"
"/vi/tools/pdf-to-jpg","pdf to jpg","convert pdf to image; extract pdf pages as jpg; pdf page to jpg; pdf sang jpg","tool-page","Maintain comparison links and monitor sibling intent overlap."
"/vi/tools/pdf-to-json","pdf sang json","extract text pdf; extract metadata pdf; structured output pdf; trÃ­ch xuáº¥t dá»¯ liá»‡u pdf","tool-page","Low overlap risk"
"/vi/tools/pdf-to-markdown","pdf to markdown","extract text pdf; preserve headings pdf; detect lists pdf; convert pdf to md","tool-page","Low overlap risk"
"/vi/tools/pdf-to-pdfa","pdf sang pdf/a","pdfa 1b pdf; pdfa 2b pdf; pdfa 3b pdf; pdf sang pdfa","tool-page","Low overlap risk"
"/vi/tools/pdf-to-png","pdf to png","convert pdf to png; save pdf page as png; pdf page to transparent image; pdf sang png","tool-page","Maintain comparison links and monitor sibling intent overlap."
"/vi/tools/pdf-to-pptx","pdf sang powerpoint","preserve layout pdf; editable slides pdf; high quality images pdf; pdf sang pptx","tool-page","Low overlap risk"
"/vi/tools/pdf-to-svg","pdf sang svg","vector output pdf; scalable quality pdf; page preview pdf; chuyá»ƒn Ä‘á»•i pdf sang svg","tool-page","Low overlap risk"
"/vi/tools/pdf-to-tiff","pdf sang tiff","all pages pdf; multi page tiff pdf; dpi setting pdf; chuyá»ƒn Ä‘á»•i pdf sang tiff","tool-page","Low overlap risk"
"/vi/tools/pdf-to-webp","pdf sang webp","all pages pdf; selected pages pdf; quality setting pdf; chuyá»ƒn Ä‘á»•i pdf sang webp","tool-page","Low overlap risk"
"/vi/tools/pdf-to-zip","pdf sang zip","package pdfs pdf; compression pdf; batch process pdf; nÃ©n pdf","tool-page","Low overlap risk"
"/vi/tools/png-to-pdf","png sang pdf","multiple images pdf; transparency pdf; page size pdf; chuyá»ƒn Ä‘á»•i png","tool-page","Expand unique query-first copy and dedicated SEO override."
"/vi/tools/posterize-pdf","posterize pdf","split large page pdf; custom grid pdf; overlap setting pdf; Ã´ pdf","tool-page","Low overlap risk"
"/vi/tools/psd-to-pdf","psd sang pdf","multiple files pdf; psd layers pdf; page size pdf; chuyá»ƒn Ä‘á»•i psd","tool-page","Low overlap risk"
"/vi/tools/rasterize-pdf","rasterize pdf","dpi control pdf; png jpeg webp pdf pdf; page range pdf; pdf sang hÃ¬nh áº£nh","tool-page","Low overlap risk"
"/vi/tools/remove-annotations","loáº¡i bá» chÃº thÃ­ch","remove comments pdf; remove highlights pdf; remove links pdf; loáº¡i bá» chÃº thÃ­ch pdf","tool-page","Low overlap risk"
"/vi/tools/remove-blank-pages","loáº¡i bá» trang trá»‘ng","auto detect pdf; threshold setting pdf; preview pdf; xÃ³a trang trá»‘ng","tool-page","Low overlap risk"
"/vi/tools/remove-metadata","remove pdf metadata","clean pdf metadata; strip document metadata; pdf privacy cleanup; loáº¡i bá» siÃªu dá»¯ liá»‡u pdf","tool-page","Maintain comparison links and monitor sibling intent overlap."
"/vi/tools/remove-restrictions","loáº¡i bá» háº¡n cháº¿","remove password pdf; remove security pdf; unlock pdf pdf; loáº¡i bá» háº¡n cháº¿ pdf","tool-page","Expand unique query-first copy and dedicated SEO override."
"/vi/tools/repair-pdf","repair pdf file","fix broken pdf; corrupt pdf repair; pdf wont open fix; sá»­a chá»¯a pdf","tool-page","Maintain comparison links and monitor sibling intent overlap."
"/vi/tools/reverse-pages","Ä‘áº£o ngÆ°á»£c trang","reverse order pdf; batch process pdf; Ä‘áº£o ngÆ°á»£c pdf; láº­t thá»© tá»± trang","tool-page","Low overlap risk"
"/vi/tools/rotate-custom","xoay theo Ä‘á»™ tÃ¹y chá»‰nh","custom angle pdf; selected pages pdf; preview pdf; xoay pdf tÃ¹y chá»‰nh gÃ³c","tool-page","Low overlap risk"
"/vi/tools/rotate-pdf","xoay pdf","90 degree pdf; 180 degree pdf; 270 degree pdf; quay trang pdf","tool-page","Low overlap risk"
"/vi/tools/sanitize-pdf","vá»‡ sinh pdf","remove metadata pdf; remove annotations pdf; remove scripts pdf; dá»n dáº¹p pdf","tool-page","Expand unique query-first copy and dedicated SEO override."
"/vi/tools/sign-pdf","sign pdf in browser","add signature to pdf; draw signature on pdf; pdf signature tool; kÃ½ pdf","tool-page","Low overlap risk"
"/vi/tools/split-pdf","split pdf pages","extract pages from pdf; separate pdf pages; split pdf in browser; tÃ¡ch pdf","tool-page","Maintain comparison links and monitor sibling intent overlap."
"/vi/tools/svg-to-pdf","svg sang pdf","vector quality pdf; multiple files pdf; page size pdf; chuyá»ƒn Ä‘á»•i svg","tool-page","Expand unique query-first copy and dedicated SEO override."
"/vi/tools/table-of-contents","má»¥c lá»¥c","generate toc pdf; from bookmarks pdf; custom style pdf; má»¥c lá»¥c pdf","tool-page","Low overlap risk"
"/vi/tools/text-color","thay Ä‘á»•i mÃ u vÄƒn báº£n","change text color pdf; all text pdf; selected text pdf; thay Ä‘á»•i mÃ u vÄƒn báº£n pdf","tool-page","Low overlap risk"
"/vi/tools/tiff-to-pdf","tiff sang pdf","multi page tiff pdf; high quality pdf; page size pdf; chuyá»ƒn Ä‘á»•i tiff","tool-page","Expand unique query-first copy and dedicated SEO override."
"/vi/tools/txt-to-pdf","vÄƒn báº£n sang pdf","font selection pdf; page size pdf; margins pdf; txt sang pdf","tool-page","Low overlap risk"
"/vi/tools/validate-signature","validate signature","verify signatures pdf; certificate info pdf; integrity check pdf; validate pdf signature","tool-page","Low overlap risk"
"/vi/tools/view-metadata","xem siÃªu dá»¯ liá»‡u","view properties pdf; view author pdf; view dates pdf; siÃªu dá»¯ liá»‡u pdf","tool-page","Low overlap risk"
"/vi/tools/webp-to-pdf","webp sang pdf","multiple images pdf; page size pdf; quality pdf; chuyá»ƒn Ä‘á»•i webp","tool-page","Expand unique query-first copy and dedicated SEO override."
"/vi/tools/xps-to-pdf","xps sang pdf","preserve layout pdf; high fidelity pdf; vector graphics pdf; chuyá»ƒn Ä‘á»•i xps","tool-page","Low overlap risk"
"/vi/workflow","pdf workflow builder","browser pdf workflow; repeat pdf tasks; client side pdf workflow; OpenToolsKit","workflow","Low overlap risk"
"/zh","browser pdf tools","private pdf tools; local pdf tools; pdf tools without upload; OpenToolsKit","homepage","Low overlap risk"
"/zh/about","about opentoolskit","opentoolskit agpl; browser side file tools; private utility platform; OpenToolsKit","trust-page","Low overlap risk"
"/zh/contact","opentoolskit support","opentoolskit github; opentoolskit source code; agpl source availability; OpenToolsKit","trust-page","Low overlap risk"
"/zh/faq","opentoolskit faq","browser pdf tools faq; pdf privacy faq; local pdf processing questions; OpenToolsKit","trust-page","Low overlap risk"
"/zh/privacy","browser side file processing privacy policy","opentoolskit privacy policy; local pdf processing privacy; pdf tools privacy; OpenToolsKit","trust-page","Low overlap risk"
"/zh/tools","pdf tool directory","pdf tools list; online pdf tools without upload; browser pdf toolkit; OpenToolsKit","tools-directory","Low overlap risk"
"/zh/tools/add-attachments","æ·»åŠ é™„ä»¶","embed files pdf; multiple attachments pdf; any format pdf; pdfé™„ä»¶","tool-page","Low overlap risk"
"/zh/tools/add-blank-page","æ·»åŠ ç©ºç™½é¡µ","insert position pdf; page size pdf; multiple pages pdf; æ’å…¥é¡µé¢","tool-page","Low overlap risk"
"/zh/tools/add-stamps","æ·»åŠ å°ç«","image stamps pdf; preset stamps pdf; custom position pdf; pdfå°ç«","tool-page","Low overlap risk"
"/zh/tools/add-watermark","add watermark to pdf","watermark pdf in browser; add text watermark pdf; add image watermark pdf; æ·»åŠ æ°´å°","tool-page","Low overlap risk"
"/zh/tools/alternate-merge","äº¤æ›¿åˆå¹¶","alternate pages pdf; preserve bookmarks pdf; custom order pdf; äº¤é”™pdf","tool-page","Low overlap risk"
"/zh/tools/background-color","èƒŒæ™¯é¢œè‰²","custom color pdf; all pages pdf; selected pages pdf; pdfèƒŒæ™¯é¢œè‰²","tool-page","Low overlap risk"
"/zh/tools/bmp-to-pdf","bmpè½¬pdf","multiple images pdf; page size pdf; compression pdf; è½¬æ¢bmp","tool-page","Expand unique query-first copy and dedicated SEO override."
"/zh/tools/bookmark","ç¼–è¾‘ä¹¦ç­¾","add bookmarks pdf; edit bookmarks pdf; import bookmarks pdf; pdfä¹¦ç­¾","tool-page","Low overlap risk"
"/zh/tools/category/convert-from-pdf","convert pdf to other formats","pdf to image browser; pdf to docx browser; pdf export tools; OpenToolsKit","category-hub","Maintain comparison links and monitor sibling intent overlap."
"/zh/tools/category/convert-to-pdf","convert files to pdf browser","image to pdf browser; text to pdf online private; office to pdf browser; OpenToolsKit","category-hub","Maintain comparison links and monitor sibling intent overlap."
"/zh/tools/category/edit-annotate","edit pdf online browser","annotate pdf in browser; sign and watermark pdf; fill pdf forms online without upload; OpenToolsKit","category-hub","Maintain comparison links and monitor sibling intent overlap."
"/zh/tools/category/optimize-repair","optimize pdf file","compress pdf in browser; repair pdf file; reduce pdf size without upload; OpenToolsKit","category-hub","Maintain comparison links and monitor sibling intent overlap."
"/zh/tools/category/organize-manage","organize pdf pages","merge split reorder pdf; extract pdf pages; manage pdf pages; OpenToolsKit","category-hub","Maintain comparison links and monitor sibling intent overlap."
"/zh/tools/category/secure-pdf","secure pdf files","encrypt pdf browser; remove pdf metadata; redact pdf browser; OpenToolsKit","category-hub","Maintain comparison links and monitor sibling intent overlap."
"/zh/tools/cbz-to-pdf","cbzè½¬pdf","comic archive pdf; image extraction pdf; page order pdf; æ¼«ç”»è½¬pdf","tool-page","Low overlap risk"
"/zh/tools/change-permissions","æ›´æ”¹æƒé™","print permission pdf; copy permission pdf; edit permission pdf; pdfæƒé™","tool-page","Expand unique query-first copy and dedicated SEO override."
"/zh/tools/combine-single-page","åˆå¹¶ä¸ºå•é¡µ","continuous scroll pdf; stitch pages pdf; custom spacing pdf; åˆå¹¶é¡µé¢","tool-page","Low overlap risk"
"/zh/tools/compare-pdfs","æ¯”è¾ƒpdf","side by side pdf; highlight differences pdf; overlay mode pdf; pdfå·®å¼‚","tool-page","Low overlap risk"
"/zh/tools/compress-pdf","compress pdf file","reduce pdf size; pdf too large for upload; shrink pdf in browser; åŽ‹ç¼©pdf","tool-page","Maintain comparison links and monitor sibling intent overlap."
"/zh/tools/crop-pdf","è£å‰ªpdf","trim margins pdf; custom crop pdf; all pages pdf; ä¿®å‰ªpdf","tool-page","Low overlap risk"
"/zh/tools/decrypt-pdf","decrypt pdf","remove password from pdf; unlock pdf in browser; open protected pdf; è§£å¯†pdf","tool-page","Maintain comparison links and monitor sibling intent overlap."
"/zh/tools/delete-pages","delete pdf pages","remove pages from pdf; delete pages from pdf online; trim pdf pages; åˆ é™¤pdfé¡µé¢","tool-page","Low overlap risk"
"/zh/tools/deskew-pdf","æ ¡æ­£pdfå€¾æ–œ","auto straighten pdf; scanned documents pdf; angle detection pdf; ä¿®æ­£pdf","tool-page","Low overlap risk"
"/zh/tools/digital-sign-pdf","digitally sign pdf","certificate sign pdf; x509 pdf signature; sign pdf with certificate; pdfæ•°å­—ç­¾å","tool-page","Low overlap risk"
"/zh/tools/divide-pages","åˆ†å‰²é¡µé¢","horizontal split pdf; vertical split pdf; custom divisions pdf; åˆ†å‰²pdfé¡µé¢","tool-page","Low overlap risk"
"/zh/tools/djvu-to-pdf","djvuè½¬pdf","preserve formatting pdf; dpi setting pdf; quality setting pdf; è½¬æ¢djvu","tool-page","Low overlap risk"
"/zh/tools/edit-attachments","ç¼–è¾‘é™„ä»¶","view attachments pdf; remove attachments pdf; rename attachments pdf; ç®¡ç†pdfæ–‡ä»¶","tool-page","Low overlap risk"
"/zh/tools/edit-metadata","ç¼–è¾‘å…ƒæ•°æ®","edit title pdf; edit author pdf; edit subject pdf; ç¼–è¾‘pdfå…ƒæ•°æ®","tool-page","Low overlap risk"
"/zh/tools/edit-pdf","edit pdf in browser","annotate pdf online; add notes to pdf; mark up pdf locally; ç¼–è¾‘pdf","tool-page","Low overlap risk"
"/zh/tools/email-to-pdf","é‚®ä»¶è½¬pdf","inline images pdf; attachments pdf; cc bcc pdf; emlè½¬pdf","tool-page","Low overlap risk"
"/zh/tools/encrypt-pdf","encrypt pdf","password protect pdf; secure pdf with password; pdf encryption browser; åŠ å¯†pdf","tool-page","Maintain comparison links and monitor sibling intent overlap."
"/zh/tools/epub-to-pdf","epubè½¬pdf","preserve formatting pdf; preserve images pdf; chapter structure pdf; è½¬æ¢epub","tool-page","Low overlap risk"
"/zh/tools/extract-attachments","æå–é™„ä»¶","extract all pdf; zip output pdf; batch extract pdf; pdfé™„ä»¶","tool-page","Low overlap risk"
"/zh/tools/extract-images","ä»Žpdfæå–å›¾ç‰‡","extract all images pdf; filter small pdf; download zip pdf; æå–pdfå›¾ç‰‡","tool-page","Low overlap risk"
"/zh/tools/extract-pages","extract pages from pdf","save selected pdf pages; extract pdf pages into new file; pull pages from pdf; æå–pdfé¡µé¢","tool-page","Maintain comparison links and monitor sibling intent overlap."
"/zh/tools/extract-tables","ä»Žpdfæå–è¡¨æ ¼","json export pdf; markdown export pdf; csv export pdf; æå–è¡¨æ ¼","tool-page","Low overlap risk"
"/zh/tools/fb2-to-pdf","fb2è½¬pdf","preserve formatting pdf; preserve images pdf; chapter structure pdf; è½¬æ¢fb2","tool-page","Low overlap risk"
"/zh/tools/find-and-redact","redact pdf","remove sensitive text from pdf; pdf redaction tool; find and redact pdf; é®ç›–pdf","tool-page","Maintain comparison links and monitor sibling intent overlap."
"/zh/tools/fix-page-size","ä¿®å¤é¡µé¢å¤§å°","standardize size pdf; custom size pdf; preserve content pdf; æ ‡å‡†åŒ–pdf","tool-page","Low overlap risk"
"/zh/tools/flatten-pdf","æ‰å¹³åŒ–pdf","flatten forms pdf; flatten annotations pdf; non editable pdf; æ‰å¹³åŒ–è¡¨å•","tool-page","Low overlap risk"
"/zh/tools/font-to-outline","å­—ä½“è½¬è½®å»“","convert fonts pdf; vector paths pdf; compatibility pdf; è½®å»“å­—ä½“","tool-page","Low overlap risk"
"/zh/tools/form-creator","è¡¨å•åˆ›å»º","text fields pdf; checkboxes pdf; dropdowns pdf; åˆ›å»ºpdfè¡¨å•","tool-page","Low overlap risk"
"/zh/tools/form-filler","fill pdf form online","fill pdf form in browser; complete pdf form without printing; type into pdf form; å¡«å†™pdfè¡¨å•","tool-page","Low overlap risk"
"/zh/tools/grid-combine","ç½‘æ ¼ç»„åˆ pdf","combine multiple files pdf; grid layout pdf; custom spacing pdf; ç½‘æ ¼ç»„åˆ","tool-page","Low overlap risk"
"/zh/tools/header-footer","é¡µçœ‰é¡µè„š","custom text pdf; page numbers pdf; date pdf; pdfé¡µçœ‰","tool-page","Low overlap risk"
"/zh/tools/heic-to-pdf","heicè½¬pdf","iphone photos pdf; multiple images pdf; page size pdf; è½¬æ¢heic","tool-page","Expand unique query-first copy and dedicated SEO override."
"/zh/tools/image-to-pdf","image to pdf","convert images to pdf; photo to pdf browser; multiple images to pdf; å›¾åƒè½¬pdf","tool-page","Maintain comparison links and monitor sibling intent overlap."
"/zh/tools/invert-colors","åè½¬é¢œè‰²","dark mode pdf; invert all pdf; preserve images pdf; åè½¬pdfé¢œè‰²","tool-page","Low overlap risk"
"/zh/tools/jpg-to-pdf","jpg to pdf","convert jpg to pdf; images to pdf; photo to pdf in browser; jpgè½¬pdf","tool-page","Maintain comparison links and monitor sibling intent overlap."
"/zh/tools/json-to-pdf","jsonè½¬pdf","formatted output pdf; syntax highlighting pdf; page size pdf; è½¬æ¢json","tool-page","Low overlap risk"
"/zh/tools/linearize-pdf","çº¿æ€§åŒ–pdf","fast web view pdf; optimize streaming pdf; batch process pdf; å¿«é€Ÿç½‘ç»œæŸ¥çœ‹","tool-page","Expand unique query-first copy and dedicated SEO override."
"/zh/tools/markdown-to-pdf","markdownè½¬pdf","commonmark pdf; gfm pdf; code highlighting pdf; mdè½¬pdf","tool-page","Low overlap risk"
"/zh/tools/merge-pdf","merge pdf files","combine pdf files; join pdf documents; merge pdf in browser; åˆå¹¶pdf","tool-page","Maintain comparison links and monitor sibling intent overlap."
"/zh/tools/mobi-to-pdf","mobiè½¬pdf","preserve formatting pdf; preserve images pdf; chapter structure pdf; è½¬æ¢mobi","tool-page","Low overlap risk"
"/zh/tools/n-up-pdf","nåˆä¸€pdf","2 up pdf; 4 up pdf; 6 up pdf; æ¯å¼ å¤šé¡µ","tool-page","Low overlap risk"
"/zh/tools/ocg-manager","pdfå›¾å±‚ç®¡ç†å™¨","view layers pdf; toggle layers pdf; add layers pdf; pdfå›¾å±‚","tool-page","Low overlap risk"
"/zh/tools/ocr-pdf","ocr pdf","searchable pdf from scan; extract text from scanned pdf; recognize text in pdf; å¯æœç´¢pdf","tool-page","Low overlap risk"
